DATE_STRIN,LATITUDE,LONGITUDE,PENUMBRAL,PARTIAL ECLIPSE,DURATION
0248/2/26,8N,108W,265.4,59.3,-
0248/8/21,11S,51E,279.7,-,-
0249/2/14,13N,47E,317.8,206.5,86.3
0249/8/10,16S,36E,369.8,225.8,81.1
0250/2/4,17N,165E,306.6,189.4,29.1
0250/7/31,19S,17E,348,205.3,-
0251/1/25,20N,44W,220.7,-,-
0251/6/21,22S,32E,137.3,-,-
0251/7/20,22S,99W,220.8,-,-
0251/12/15,23N,104E,287.9,-,-
0252/6/9,22S,144E,287.9,164.9,-
0252/12/3,22N,117E,368.2,219.4,64.6
0253/5/30,22S,110W,323.9,214.1,98.6
0253/11/22,21N,84E,348.5,212.2,65.7
0254/5/19,21S,58E,284.3,105.4,-
0254/11/12,19N,59W,253.2,18,-
0255/4/9,6S,157W,260.7,-,-
0255/10/3,3N,130W,243,35.1,-
0256/3/28,3S,165W,356.9,214.4,53.9
0256/9/22,1S,14E,327.8,206,70.6
0257/3/17,1N,106E,334.9,207.1,61.4
0257/9/11,4S,115W,348,208.9,45.4
0258/2/5,17N,56E,39.7,-,-
0258/3/7,4N,86W,234.7,-,-
0258/8/31,8S,142W,256.6,-,-
0259/1/26,20N,176E,266.3,105.2,-
0259/7/21,22S,64E,280.6,59.1,-
0260/1/16,21N,11W,342.5,216.9,90.3
0260/7/10,23S,85W,330.4,215.2,94.9
0261/1/4,22N,92W,350.8,198.9,-
0261/6/29,23S,39E,294.8,175.5,-
0261/12/24,23N,86W,249,-,-
0262/5/21,21S,107W,203.2,-,-
0262/6/19,22S,141E,169.7,-,-
0262/11/13,19N,134E,249.9,-,-
0263/5/10,18S,90E,335.5,197.8,-
0263/11/3,15N,37W,317.6,199.4,62.6
0264/4/28,14S,36E,367.5,226.4,84.7
0264/10/22,11N,90E,312.8,200.6,74.3
0265/4/18,10S,30E,283.2,-,-
0265/10/12,7N,134W,251.3,12.8,-
0266/3/8,4N,133E,257.5,18.1,-
0266/9/2,7S,59W,270.5,-,-
0267/2/26,9N,78W,316,204.8,82.6
0267/8/22,12S,68W,367.1,220.7,65.5
0268/2/15,13N,38E,308.4,192.1,42.2
0268/8/10,16S,89W,351.3,212,52.2
0269/2/4,17N,169W,225.2,-,-
0269/7/1,22S,78W,100.7,-,-
0269/7/30,20S,150E,235.9,-,-
0269/12/26,23N,16W,286.8,-,-
0270/6/21,23S,32E,280.4,151.5,-
0270/12/15,23N,3W,367.3,218.7,63
0271/6/10,23S,140E,325.5,215.4,100.6
0271/12/4,23N,42W,347.4,211.9,66.7
0272/5/30,23S,45W,296.9,132.9,-
0272/11/22,22N,170E,253.3,29.1,-
0273/4/19,10S,102E,240.8,-,-
0273/10/13,7N,101E,240,-,-
0274/4/8,7S,89E,351.2,207.1,-
0274/10/3,4N,110W,328,204.2,63.8
0275/3/29,3S,8W,335.8,211,75
0275/9/22,0S,129E,351.9,212.8,59.2
0276/3/17,0N,153E,242.3,-,-
0276/9/10,4S,109E,268.9,-,-
0277/2/5,17N,49E,263.6,97.2,-
0277/8/1,19S,42W,267.4,-,-
0278/1/26,19N,135W,343.2,216.8,88.7
0278/7/21,21S,164E,327.4,211.7,87.9
0279/1/15,21N,149E,352.5,201,-
0279/7/11,22S,74W,300.1,184.3,-
0280/1/4,22N,155E,251.3,-,-
0280/5/31,23S,145E,180.8,-,-
0280/6/30,22S,30E,191.5,-,-
0280/11/24,22N,7E,248.9,-,-
0281/5/21,21S,13W,330.1,186.7,-
0281/11/13,19N,169W,316.6,198.7,61.4
0282/5/10,17S,62W,370.7,231.3,96.5
0282/11/3,15N,42W,313.5,201.2,75.8
0283/4/29,13S,71W,296.7,76.8,-
0283/10/23,11N,98E,254.5,32.2,-
0284/3/19,0S,16E,248,-,-
0284/9/12,3S,171W,261.9,-,-
0285/3/8,4N,159E,313.8,202.4,77
0285/9/1,8S,175W,364.2,215.2,44
0286/2/26,9N,87W,310.4,195.2,53.5
0286/8/21,13S,163E,353.6,216.7,70.8
0287/2/15,14N,68E,230.8,-,-
0287/7/12,21S,171E,39.4,-,-
0287/8/10,17S,37E,248.2,-,-
0288/1/6,22N,136W,285.1,-,-
0288/7/1,23S,80W,272.1,135.4,-
0288/12/25,23N,123W,366.2,218,61.1
0289/6/21,24S,31E,326.5,215.5,100.1
0289/12/14,24N,167W,346.2,211.8,67.8
0290/6/10,24S,149W,308.2,154,-
0290/12/3,23N,39E,253.3,35.8,-
0291/5/1,14S,3E,216.4,-,-
0291/5/30,23S,140E,65.7,-,-
0291/10/25,11N,29W,237.8,-,-
0292/4/19,11S,14W,344.4,197.6,-
0292/10/13,8N,125E,328.4,202.8,57.5
0293/4/8,7S,120W,336.6,214.5,85.7
0293/10/3,4N,12E,355.1,215.7,67.5
0294/3/28,4S,34E,250.6,67.7,-
0294/9/22,0N,2W,278.7,-,-
0295/2/17,13N,77W,259.7,85,-
0295/8/12,16S,150W,254.2,-,-
0296/2/6,16N,102E,343.5,216.3,86
0296/7/31,19S,52E,324,207.4,78.4
0297/1/26,18N,30E,354.4,203.7,-
0297/7/21,20S,172E,304.4,191.3,41.2
0298/1/14,20N,38E,254.5,-,-
0298/6/11,25S,36E,153.2,-,-
0298/7/11,21S,81W,209.7,-,-
0298/12/5,24N,121W,248.3,-,-
0299/6/1,23S,114W,323.3,172.2,-
0299/11/24,21N,60E,315.9,198.2,61
0300/5/20,20S,159W,373,234.6,103.7
0300/11/13,18N,174W,314,201.5,76.5
0301/5/9,17S,170W,309,118.5,-
0301/11/3,14N,31W,256.7,38.9,-
0302/3/30,5S,100W,236.8,-,-
0302/9/23,1N,76E,254,-,-
0303/3/19,0N,37E,311.2,199.4,68.8
0303/9/12,4S,76E,361.3,209.6,-
0304/3/8,5N,150E,312.8,198.7,64.3
0304/8/31,9S,52E,355,220,81.6
0305/2/26,10N,53W,238.2,-,-
0305/8/21,13S,78W,257.8,41.8,-
0306/1/16,20N,106E,282,-,-
0306/7/12,21S,167E,263.4,116.2,-
0307/1/5,22N,118E,364.9,217,58.4
0307/7/2,23S,79W,326.8,214.5,96.9
0307/12/25,24N,68E,345,211.6,69
0308/6/20,24S,109E,318.5,171.2,-
0308/12/14,24N,92W,253.1,40.5,-
0309/5/11,17S,95W,185.1,-,-
0309/6/9,24S,43E,135.6,-,-
0309/11/4,15N,161W,236.5,-,-
0310/4/30,14S,117W,336.3,185.6,-
0310/10/25,12N,2W,329,201.7,51.7
0311/4/19,11S,129E,336.9,217.2,93.5
0311/10/14,8N,107W,357.8,218,73
0312/4/8,8S,83W,258.9,96.7,-
0312/10/2,5N,115W,286.3,-,-
0313/2/27,9N,159E,254.6,66.2,-
0313/8/22,13S,99E,241.6,-,-
0314/2/17,12N,19W,343.6,215.2,81.8
0314/8/12,16S,64W,320.5,202.8,66.6
0315/2/6,15N,86W,356.6,207.1,-
0315/8/1,18S,56E,308,196.7,62
0316/1/26,18N,79W,258.8,-,-
0316/6/22,25S,71W,116.4,-,-
0316/7/21,20S,166E,225.2,-,-
0316/12/15,25N,112E,247.5,-,-
0317/6/11,24S,145E,315,153.5,-
0317/12/5,23N,73W,315.1,197.9,60.8
0318/5/31,22S,105E,374.1,236,106.6
0318/11/24,21N,53E,314.5,201.8,76.9
0319/5/20,19S,91E,320,147.1,-
0319/11/14,18N,161W,258.2,39.9,-
0320/4/9,9S,146E,223.1,-,-
0320/5/9,16S,2W,104.5,-,-
0320/10/4,6N,40W,247.3,-,-
0321/3/30,4S,83W,307.9,195.3,56.3
0321/9/23,0N,36W,358.5,204.4,-
0322/3/20,1N,28E,315.3,202.4,73.9
0322/9/12,5S,62W,355.7,222,88.5
0323/3/9,5N,172W,246.5,-,-
0323/9/1,9S,164E,265.5,78.8,-
0324/1/28,17N,11W,278,-,-
0324/7/22,19S,52E,254.2,92.3,-
0325/1/16,21N,1W,363.1,215.5,53.9
0325/7/12,22S,171E,326.4,212.5,91.2
0326/1/5,23N,57W,343.8,211.7,70.8
0326/7/2,24S,6E,327.6,185.1,-
0326/12/25,25N,138E,253.1,46.7,-
0327/5/22,19S,169E,144.1,-,-
0327/6/21,25S,53W,178,-,-
0327/11/15,18N,67E,235.7,-,-
0328/5/10,17S,142E,326.8,170.3,-
0328/11/4,16N,129W,329.9,201.1,47.1
0329/4/30,15S,19E,336.8,219,98.8
0329/10/24,12N,133E,360.1,219.6,76.6
0330/4/19,12S,161E,267.2,119.1,-
0330/10/13,9N,129E,291.9,-,-
0331/3/10,5N,37E,247.8,27.5,-
0331/9/3,9S,15W,229.6,-,-
0332/2/28,8N,137W,343.1,213.5,75.4
0332/8/22,12S,179E,316.9,197.9,51.8
0333/2/16,12N,159E,359.2,211.2,31.9
0333/8/12,15S,61W,310.8,200.8,74.2
0334/2/5,15N,166E,264.2,-,-
0334/7/3,25S,179W,56.1,-,-
0334/8/1,17S,52E,238.5,-,-
0334/12/27,25N,15W,246.4,-,-
0335/6/22,24S,45E,305.2,128.9,-
0335/12/16,24N,156E,314.4,197.6,60.8
0336/6/11,23S,9E,374,235.5,105.3
0336/12/5,22N,80W,314.8,202,77.2
0337/5/31,21S,8W,329.3,168.6,-
0337/11/24,20N,69E,259.4,39.4,-
0338/4/20,13S,33E,207.2,-,-
0338/5/20,19S,108W,146.8,-,-
0338/10/15,10N,158W,241.8,-,-
0339/4/10,8S,159E,304.1,190,34.3
0339/10/4,5N,150W,356,199.6,-
0340/3/30,4S,91W,317.9,206,82.4
0340/9/22,0S,179W,355.9,223.2,92.7
0341/3/19,1N,72E,256.1,-,-
0341/9/11,5S,43E,271.3,98.3,-
0342/2/7,14N,126W,272.1,-,-
0342/8/3,17S,64W,244.7,59.5,-
0343/1/27,18N,118W,360.9,213.5,46.7
0343/7/23,20S,60E,325.6,209.4,82.7
0344/1/16,21N,178E,342.7,212.1,73.3
0344/7/12,23S,97W,335.6,196.6,-
0345/1/5,24N,8E,253.4,53.5,-
0345/6/1,21S,73E,79.4,-,-
0345/7/1,25S,149W,210.4,-,-
0345/11/26,20N,65W,235.4,-,-
0346/5/21,20S,41E,316,151.3,-
0346/11/15,19N,103E,330.9,200.9,43.8
0347/5/11,18S,90W,336,219.7,101.5
0347/11/5,16N,11E,362,220.8,78.9
0348/4/29,16S,46E,275.2,137.4,-
0348/10/24,13N,12E,296.1,-,-
0349/3/21,1N,83W,239.2,-,-
0349/4/19,13S,150E,79.3,-,-
0349/9/13,5S,131W,219,-,-
0350/3/10,4N,106E,342.1,210.7,65.2
0350/9/2,8S,59E,313.4,193,30.9
0351/2/27,8N,47E,362.1,215.7,53
0351/8/23,11S,179E,313,203.8,82.2
0352/2/16,11N,52E,271.2,-,-
0352/8/12,14S,63W,249.8,43.4,-
0353/1/6,24N,142W,244.4,-,-
0353/7/3,24S,56W,293.9,94.8,-
0353/12/27,24N,24E,313.6,197.1,60.1
0354/6/22,24S,86W,372.8,233.1,99.6
0354/12/16,23N,148E,315.2,202.2,77.4
0355/6/11,23S,106W,337.4,185.6,-
0355/12/6,22N,61W,260,35.8,-
0356/5/1,16S,79W,188,-,-
0356/5/30,21S,146E,178.5,-,-
0356/10/25,14N,83E,237.7,-,-
0357/4/20,12S,43E,299.5,183.2,-
0357/10/14,9N,94E,353.9,195.7,-
0358/4/10,8S,151E,320.3,209.3,89.5
0358/10/3,4N,62E,355.6,223.9,95.5
0359/3/31,3S,43W,266.2,40.8,-
0359/9/23,1S,80W,275.7,111.5,-
0360/2/18,11N,121E,264.2,-,-
0360/8/13,14S,179E,235.2,-,-
0360/9/11,6S,54E,60.5,-,-
0361/2/6,15N,125E,358.1,210.8,34
0361/8/3,17S,53W,324.4,205.6,71.1
0362/1/26,19N,55E,341.8,212.8,76.8
0362/7/23,21S,158E,342.4,205.6,32
0363/1/16,22N,121W,254.3,62.2,-
0363/7/12,23S,114E,236.5,-,-
0363/12/7,22N,162E,235.2,-,-
0364/6/1,21S,59W,303.7,126.9,-
0364/11/26,21N,26W,332,200.9,41.4
0365/5/21,20S,162E,334.5,219.2,101.6
0365/11/15,19N,111W,363.6,221.7,80.3
0366/5/11,19S,68W,282.7,153,-
0366/11/4,17N,107W,299.1,34.3,-
0367/4/1,4S,159E,228.3,-,-
0367/4/30,16S,35E,118.6,-,-
0367/9/24,0S,110E,209.8,-,-
0368/3/21,0S,8W,340.3,206.6,47.7
0368/9/13,4S,63W,310.2,188.4,-
0369/3/10,4N,63W,365,220.4,68.7
0369/9/2,8S,57E,314.8,206,87.6
0370/2/27,7N,60W,278.8,-,-
0370/8/23,11S,179E,259.3,77.7,-
0371/1/17,22N,92E,241.9,-,-
0371/7/14,23S,157W,281,26.3,-
0372/1/7,23N,107W,312.6,196.6,59
0372/7/2,23S,178E,370.3,228.8,88.9
0372/12/27,23N,16E,315.7,202.6,77.9
0373/6/21,23S,156E,343.7,198.5,-
0373/12/16,23N,170E,260.8,33.6,-
0374/5/12,20S,170E,165.3,-,-
0374/6/10,22S,40E,203.2,-,-
0374/11/6,17N,36W,234.5,-,-
0375/5/2,16S,73W,294,174.8,-
0375/10/26,13N,24W,352.2,192.6,-
0376/4/20,12S,36E,322.6,212.1,95.1
0376/10/14,8N,59W,355.1,224,97.1
0377/4/10,7S,154W,277,83.6,-
0377/10/3,4N,155E,278.8,120.4,-
0378/3/1,6N,9E,253.8,-,-
0378/8/24,10S,59E,226.1,-,-
0378/9/23,1S,71W,87.9,-,-
0379/2/18,11N,10E,354.7,207.1,-
0379/8/14,14S,167W,322.9,201.1,55
0380/2/7,16N,67W,341,213.8,80.8
0380/8/2,18S,53E,348.2,212.8,61.5
0381/1/26,19N,110E,255.9,72.3,-
0381/7/23,21S,15E,257.7,-,-
0381/12/17,23N,30E,235.2,-,-
0382/6/12,22S,160W,290.1,93.7,-
0382/12/7,23N,154W,333.2,201,39.5
0383/6/1,22S,54E,332.3,217.5,99.1
0383/11/26,22N,127E,364.9,222.5,81.3
0384/5/21,21S,180E,289.5,166.2,-
0384/11/14,20N,134E,301.2,48.7,-
0385/4/11,8S,43E,214.7,-,-
0385/5/11,19S,78W,148.1,-,-
0385/10/5,4N,12W,202.2,-,-
0386/4/1,4S,119W,337.7,200.9,-
0386/9/24,0N,172E,307.4,184.3,-
0387/3/21,1S,171W,367.9,225.1,81.7
0387/9/14,3S,67W,316.2,207.5,91.1
0388/3/9,3N,170W,287.6,-,-
0388/9/2,7S,60E,267.3,97.3,-
0389/1/28,19N,33W,237.8,-,-
0389/7/24,21S,101E,267.1,-,-
0390/1/17,21N,123E,311.4,195.7,56.5
0390/7/13,22S,81E,366.8,222.7,71.7
0391/1/7,22N,116W,316.3,203.1,78.8
0391/7/2,23S,56E,348.8,208.6,33.5
0391/12/27,22N,41E,261.7,32,-
0392/5/22,22S,60E,136.5,-,-
0392/6/21,23S,66W,223.7,-,-
0392/11/16,20N,157W,232.5,-,-
0393/5/12,19S,173E,287.6,164.2,-
0393/11/5,17N,143W,350.8,190.2,-
0394/5/2,15S,78W,324.5,214.2,98.9
0394/10/25,12N,178E,354.3,223.9,98
0395/4/21,11S,96E,287.9,112.1,-
0395/10/14,8N,28E,281,126.6,-
0396/3/11,2N,100W,240.5,-,-
0396/9/4,6S,63W,217.4,-,-
0396/10/3,3N,161E,104.5,-,-
0397/2/28,7N,103W,350.6,202.1,-
0397/8/24,11S,77E,321.3,196.3,30.5
0398/2/17,12N,171E,340.3,215,85.2
0398/8/14,15S,54W,353.1,218.3,77.1
0399/2/7,16N,17W,258.3,83.7,-
0399/8/3,19S,85W,275.2,-,-
0399/12/29,22N,101W,234.6,-,-
0400/6/22,23S,99E,275,31.6,-
0400/12/17,23N,79E,334.2,201.2,37.3
0401/6/12,23S,54W,329.4,214.5,93.6
0401/12/7,23N,5E,366.1,223.1,82.1
0402/6/1,23S,68E,295.6,177.2,-
0402/11/26,22N,14E,302.5,56.2,-
0403/4/23,11S,71W,197.5,-,-
0403/5/22,22S,170E,173.3,-,-
0403/10/16,8N,135W,196.5,-,-
0404/4/11,8S,131E,333.9,193.1,-
0404/10/4,5N,46E,305,180.8,-
0405/3/31,5S,83E,370.5,229.3,92.1
0405/9/24,1N,167E,317.3,208.6,93.5
0406/3/20,1S,82E,296.5,66,-
0406/9/14,3S,61W,274.1,111.3,-
0407/2/8,16N,157W,232.7,-,-
0407/8/5,18S,2W,251.8,-,-
0408/1/29,18N,6W,310,194.3,52.3
0408/7/24,20S,17W,362.5,215,42.3
0409/1/17,20N,114E,317,204,80.4
0409/7/13,22S,45W,352.3,215.8,66.6
0410/1/7,21N,87W,263.2,36.3,-
0410/6/3,24S,49W,98.9,-,-
0410/7/2,22S,174W,240.3,-,-
0410/11/27,23N,82E,230.9,-,-
0411/5/23,22S,61E,280.1,151,-
0411/11/16,20N,96E,349.6,188.6,-
0412/5/12,18S,170E,325.9,215.5,100.6
0412/11/4,16N,53E,353.3,223.6,98.4
0413/5/2,15S,11W,298.8,135.4,-
0413/10/25,12N,101W,282.2,130.6,-
0414/3/22,2S,153E,223.5,-,-
0414/9/15,2S,173E,209.5,-,-
0414/10/14,7N,31E,115.5,-,-
0415/3/11,3N,146E,345.5,195.8,-
0415/9/5,6S,41W,319.7,191.4,-
0416/2/28,8N,52E,339.7,216.3,89.8
0416/8/24,11S,163W,357.1,222.5,87
0417/2/17,12N,143W,261.4,95.8,-
0417/8/13,16S,173E,289.7,-,-
0418/1/8,21N,128E,233.4,-,-
0418/7/4,22S,3W,258.9,-,-
0418/12/29,23N,48W,335.1,201.2,34.5
0419/6/23,23S,162W,325.8,210.3,84.8
0419/12/18,24N,117W,367.2,223.8,82.9
0420/6/12,24S,44W,300.9,186.3,-
0420/12/6,24N,106W,303.5,62.6,-
0421/5/3,15S,177E,176.1,-,-
0421/6/1,24S,59E,194.6,-,-
0421/10/26,12N,99E,192.6,-,-
0422/4/23,12S,24E,328.8,182.6,-
0422/10/16,9N,83W,303,178,-
0423/4/12,9S,20W,372.6,232.7,99.9
0423/10/5,5N,39E,318.2,209.3,94.9
0424/3/31,5S,25W,305.9,104.3,-
0424/9/24,2N,176E,279.6,120.9,-
0425/2/18,12N,80E,225.8,-,-
0425/8/15,15S,108W,236,-,-
0426/2/8,15N,134W,308.1,192.4,45.4
0426/8/4,18S,118W,357.4,206,-
0427/1/29,18N,16W,317.9,205.1,82.5
0427/7/24,20S,148W,354.8,221,83.4
0428/1/18,20N,147E,265.2,43.2,-
0428/6/13,25S,159W,22.2,-,-
0428/7/12,21S,78E,254.3,15.7,-
0428/12/8,24N,38W,229.6,-,-
0429/6/3,23S,52W,271.6,134.7,-
0429/11/27,22N,25W,348.6,187.5,-
0430/5/23,21S,60E,326.7,215.7,100.1
0430/11/16,19N,73W,352.2,223.1,98.6
0431/5/13,18S,117W,309.2,154.9,-
0431/11/5,15N,129E,282.8,133.2,-
0432/4/1,6S,49E,201.7,-,-
0432/5/1,14S,175E,79.6,-,-
0432/9/25,3N,47E,202.7,-,-
0432/10/25,11N,100W,122.7,-,-
0433/3/21,1S,36E,339.5,187.6,-
0433/9/15,2S,161W,318.3,186.7,-
0434/3/11,4N,67W,339.1,217.6,94.1
0434/9/4,7S,86E,360.5,225.5,93.4
0435/2/28,8N,92E,265.3,108.6,-
0435/8/24,12S,68E,301.6,69.6,-
0436/1/20,19N,1W,231.3,-,-
0436/2/18,13N,152W,20.1,-,-
0436/7/14,21S,107W,241.8,-,-
0437/1/8,22N,174W,335.7,200.8,28.5
0437/7/3,23S,88E,321.6,205.1,72.2
0437/12/28,24N,122E,368.1,224.5,84
0438/6/23,24S,155W,305.5,193.7,51.1
0438/12/17,24N,134E,304.1,67.7,-
0439/5/14,18S,67E,148.1,-,-
0439/6/13,25S,51W,213.4,-,-
0439/11/7,16N,28W,190.2,-,-
0439/12/6,24N,107E,22.5,-,-
0440/5/3,15S,80W,322.1,168.5,-
0440/10/26,13N,147E,301.4,175.9,-
0441/4/22,13S,121W,374.1,235.1,104.8
0441/10/16,10N,90W,319,209.8,95.9
0442/4/11,9S,129W,314.9,131.6,-
0442/10/5,6N,51E,284.1,127.9,-
0443/3/2,8N,42W,217.2,-,-
0443/3/31,6S,148E,84.8,-,-
0443/8/26,11S,145E,219.5,-,-
0444/2/19,11N,99E,305.9,189.9,33.5
0444/8/14,15S,139E,352,196,-
0445/2/8,14N,143W,319,206.6,85.4
0445/8/3,17S,106E,356.1,224.3,93.2
0446/1/29,17N,21E,268.2,54.8,-
0446/7/24,19S,33W,265.7,82,-
0446/12/19,25N,159W,227.7,-,-
0447/6/14,24S,163W,262,113.7,-
0447/12/8,24N,146W,347.5,186.5,-
0448/6/3,23S,50W,326.9,214.6,96.8
0448/11/26,21N,161E,351,222.6,98.7
0449/5/23,20S,139E,319,171.6,-
0449/11/16,18N,2W,283,134.8,-
0450/4/13,11S,54W,173.3,-,-
0450/5/12,17S,76E,138.7,-,-
0450/10/7,7N,80W,197.1,-,-
0450/11/5,15N,128E,127,-,-
0451/4/2,6S,72W,332.3,177,-
0451/9/26,2N,78E,317.3,182.3,-
0452/3/21,1S,177E,338.4,218.8,97.8
0452/9/15,3S,28W,363.3,227.8,97.6
0453/3/11,4N,31W,269.9,121.5,-
0453/9/4,8S,39W,311.2,101.6,-
0454/1/30,16N,130W,228.3,-,-
0454/2/28,9N,83E,62.3,-,-
0454/7/25,19S,147E,223.7,-,-
0455/1/19,20N,61E,336.1,200.1,16.9
0455/7/15,21S,23W,317,198.8,53.9
0456/1/9,22N,3E,369.1,225.5,85.7
0456/7/3,23S,92E,309.1,199.5,70.1
0456/12/28,24N,14E,305,74.2,-
0457/5/25,20S,42W,109.6,-,-
0457/6/23,25S,162W,229.8,-,-
0457/11/17,18N,155W,188.7,-,-
0457/12/17,25N,17W,40.5,-,-
0458/5/14,18S,176E,313.9,150,-
0458/11/7,16N,16E,300.3,174.5,-
0459/5/3,16S,139E,374.6,236,106.5
0459/10/27,13N,139E,319.7,210.1,96.4
0460/4/21,13S,128E,323.7,154.1,-
0460/10/16,10N,75W,287.6,132.6,-
0461/3/12,4N,161W,206.1,-,-
0461/4/10,10S,37E,127.1,-,-
0461/9/5,7S,36E,203.3,-,-
0461/10/5,7N,157E,17.3,-,-
0462/3/2,7N,26W,303.2,186.4,-
0462/8/25,11S,34E,346.3,185.2,-
0463/2/19,11N,90E,320.3,208.2,88.5
0463/8/15,14S,1W,356.7,226.3,99
0464/2/9,14N,102W,272.1,68.4,-
0464/8/3,17S,145W,275.1,110.7,-
0464/12/29,24N,82E,225.4,-,-
0465/6/24,25S,85E,251.4,85.8,-
0465/12/18,24N,93E,346.3,185.6,-
0466/6/14,24S,159W,326.3,212.3,90.5
0466/12/7,23N,34E,349.7,222.1,98.6
0467/6/3,22S,36E,328.1,185.9,-
0467/11/27,21N,134W,282.8,135.7,-
0468/4/23,14S,155W,134.4,-,-
0468/5/23,20S,21W,179.3,-,-
0468/10/17,11N,151E,192.6,-,-
0468/11/16,18N,4W,129.8,-,-
0469/4/12,10S,178W,323.8,163.5,-
0469/10/7,7N,46W,316.6,178.5,-
0470/4/1,5S,62E,337.5,219.4,100.4
0470/9/26,2N,142W,365.6,229.3,100.3
0471/3/22,0S,152W,275,134.2,-
0471/9/15,3S,149W,318.8,121.4,-
0472/2/10,13N,103E,223.6,-,-
0472/3/11,5N,41W,91.3,-,-
0472/8/4,16S,39E,205.4,-,-
0472/9/3,8S,163W,86.6,-,-
0473/1/30,17N,62W,336,198.7,-
0473/7/25,19S,135W,312,191.8,19.1
0474/1/19,20N,116W,370.2,226.7,88.1
0474/7/15,22S,21W,312.1,203.9,82
0475/1/8,23N,105W,306.1,81.6,-
0475/6/5,21S,149W,30.5,-,-
0475/7/4,24S,88E,244.5,13.5,-
0475/11/28,21N,76E,188.3,-,-
0475/12/28,25N,142W,51.9,-,-
0476/5/24,20S,75E,303.6,124.5,-
0476/11/17,19N,116W,299.4,173.6,-
0477/5/13,19S,42E,374.1,235.2,104.6
0477/11/7,17N,7E,320.3,210.4,96.7
0478/5/2,16S,26E,331.6,172.5,-
0478/10/27,14N,157E,290.5,135.9,-
0479/3/23,0S,80E,192.7,-,-
0479/4/22,14S,73W,158.5,-,-
0479/9/17,3S,76W,187.1,-,-
0479/10/16,11N,37E,59.5,-,-
0480/3/12,3N,150W,299.8,181.8,-
0480/9/5,7S,74W,340.8,174.3,-
0481/3/2,6N,34W,321.7,210,91.9
0481/8/25,10S,112W,356.5,227.1,102
0482/2/19,10N,136E,277.2,83.7,-
0482/8/14,13S,100E,282.6,129.8,-
0483/1/10,23N,37W,221.6,-,-
0483/7/6,24S,27W,239.6,37.2,-
0483/8/4,16S,133W,81.3,-,-
0483/12/30,24N,27W,344.8,184.4,-
0484/6/24,24S,93E,324.9,208.7,80.4
0484/12/18,24N,93W,348.3,221.6,98.7
0485/6/14,23S,66W,336.3,197.9,-
0485/12/7,22N,94E,282.4,136.3,-
0486/5/4,18S,107E,68.9,-,-
0486/6/3,21S,117W,211.9,-,-
0486/10/28,15N,20E,189.5,-,-
0486/11/27,20N,137W,130.9,-,-
0487/4/23,14S,77E,313.8,146.1,-
0487/10/18,11N,170W,316.3,175.5,-
0488/4/12,9S,52W,336.2,219.5,101.6
0488/10/6,6N,101E,367.6,230.4,101.9
0489/4/1,5S,88E,280.3,146.3,-
0489/9/25,1N,100E,324.8,135.4,-
0490/2/21,9N,22W,217.3,-,-
0490/3/22,0N,162W,115.3,-,-
0490/8/16,12S,72W,186.8,-,-
0490/9/14,4S,84E,121.9,-,-
0491/2/10,13N,177E,335.3,196.4,-
0491/8/5,16S,111E,306.8,184.2,-
0492/1/30,17N,127E,371.3,228.2,91.1
0492/7/25,20S,136W,314.4,207,89.6
0493/1/18,21N,137E,308,91.6,-
0493/7/15,23S,23W,257.1,76.8,-
0493/12/9,22N,53W,188,-,-
0494/1/7,24N,94E,64.8,-,-
0494/6/5,22S,25W,291.4,86.5,-
0494/11/28,21N,111E,298.7,173.1,-
0495/5/25,21S,55W,372.4,232.6,98.2
0495/11/18,20N,125W,320.9,210.6,96.9
0496/5/13,19S,74W,338.6,187.9,-
0496/11/6,18N,29E,292.6,137.7,-
0497/4/3,5S,36W,175.8,-,-
0497/5/2,17S,178E,184.8,-,-
0497/9/27,1N,171E,171.8,-,-
0497/10/27,15N,84W,76.8,-,-
0498/3/23,1S,89E,295.8,175.9,-
0498/9/16,3S,176E,335.6,163.6,-
0499/3/13,2N,157W,323.2,211.8,95.2
0499/9/5,6S,135E,355.8,227,103.2
0500/3/2,6N,16E,283.2,99.4,-
0500/8/25,10S,17W,288.5,143.6,-
0501/1/20,21N,154W,216,-,-
0501/7/16,22S,141W,227,-,-
0501/8/14,13S,109E,116.4,-,-
0502/1/9,22N,147W,342.9,182.7,-
0502/7/6,23S,16W,322.9,203.8,64.9
0502/12/29,23N,141E,347,221.2,98.8
0503/6/25,23S,167W,343.4,207.8,42.8
0503/12/19,23N,37W,282,137,-
0504/6/13,22S,147E,238.7,-,-
0504/11/8,19N,111W,187.4,-,-
0504/12/7,22N,90E,131.8,-,-
0505/5/4,17S,27W,302.5,123.6,-
0505/10/28,15N,64E,316.4,173.2,-
0506/4/23,13S,164W,334.4,218.8,101.1
0506/10/18,10N,18W,369.3,231.2,102.9
0507/4/13,9S,30W,285.9,158,-
0507/10/7,5N,14W,329.4,145.1,-
0508/3/3,5N,145W,208.5,-,-
0508/4/1,4S,78E,138.3,-,-
0508/8/26,9S,175E,168.6,-,-
0508/9/25,0N,32W,143.9,-,-
0509/2/20,10N,57E,333.9,192.8,-
0509/8/16,13S,6W,301.7,176.4,-
0510/2/10,14N,11E,372.4,229.8,94.5
0510/8/5,17S,108E,316.1,209.2,94.5
0511/1/30,18N,20E,310.3,102.3,-
0511/7/26,20S,135W,268.3,105.3,-
