DATE_STRIN,ECLIPSE_TYPE,MAGNITUD,LATITUDE,LONGITUDE,DURATION,EVENT
0467/11/13,A,0.9248,55.1S,142.5E,07m17s,solar_eclipse
0468/5/8,Tm,1.0789,20.2N,135.7E,06m56s,solar_eclipse
0468/11/1,A,0.9227,10.8S,165.5E,10m34s,solar_eclipse
0469/4/27,T,1.0555,28.7S,106.7W,04m52s,solar_eclipse
0469/10/21,A,0.9559,36.9N,148.4E,04m33s,solar_eclipse
0470/3/18,P,0.5311,72.0N,145.7E,,solar_eclipse
0470/4/17,Pb,0.0867,71.0S,103.9E,,solar_eclipse
0470/9/11,P,0.5255,71.7S,72.3E,,solar_eclipse
0470/10/10,P,0.2412,71.5N,60.6E,,solar_eclipse
0471/3/8,A,0.9323,27.4N,167.8W,08m07s,solar_eclipse
0471/8/31,T,1.0611,23.8S,107.1W,05m15s,solar_eclipse
0472/2/25,A,0.9424,18.4S,152.8W,07m05s,solar_eclipse
0472/8/20,T,1.0296,21.8N,38.5E,02m50s,solar_eclipse
0473/2/13,A,0.979,69.5S,168.0E,01m29s,solar_eclipse
0473/8/9,A,0.9654,78.2N,19.0W,02m13s,solar_eclipse
0474/1/4,P,0.7095,67.3N,101.1E,,solar_eclipse
0474/2/2,P,0.0438,69.9S,93.1E,,solar_eclipse
0474/6/30,P,0.7425,66.6S,87.0E,,solar_eclipse
0474/12/24,T,1.0332,6.7N,130.4W,03m20s,solar_eclipse
0475/6/19,A,0.9802,3.9N,46.3E,02m29s,solar_eclipse
0475/12/14,A,0.9854,34.1S,38.2E,01m27s,solar_eclipse
0476/6/7,T,1.035,49.1N,105.6W,02m48s,solar_eclipse
0476/12/2,A,0.9256,78.0S,125.5W,05m09s,solar_eclipse
0477/4/29,P,0.3782,62.0S,169.0W,,solar_eclipse
0477/5/28,P,0.7023,63.8N,114.4W,,solar_eclipse
0477/10/22,P,0.2113,61.5N,49.8W,,solar_eclipse
0478/4/18,T,1.0421,23.9S,94.6W,03m36s,solar_eclipse
0478/10/12,A,0.9748,30.7N,154.9W,02m21s,solar_eclipse
0479/4/8,Am,0.9881,13.8N,77.2E,01m11s,solar_eclipse
0479/10/1,T,1.0358,6.0S,10.6E,03m06s,solar_eclipse
0480/3/27,A,0.9358,54.3N,23.7W,05m16s,solar_eclipse
0480/9/20,T,1.0544,39.8S,107.1E,03m52s,solar_eclipse
0481/2/14,P,0.4379,61.5S,22.6E,,solar_eclipse
0481/8/11,P,0.6383,61.9N,175.0E,,solar_eclipse
0481/9/9,P,0.1488,61.1S,179.9W,,solar_eclipse
0482/2/4,A,0.9989,45.2S,178.0W,00m05s,solar_eclipse
0482/7/31,A,0.9639,44.5N,45.5W,03m23s,solar_eclipse
0483/1/24,T,1.0446,9.4S,40.8W,04m03s,solar_eclipse
0483/7/20,A,0.9444,5.3N,84.9W,07m18s,solar_eclipse
0484/1/14,T,1.0366,35.0N,66.5E,03m04s,solar_eclipse
0484/7/8,P,0.9321,64.1S,133.0W,,solar_eclipse
0484/12/4,P,0.5187,67.2S,93.7W,,solar_eclipse
0485/5/29,T,1.042,83.4N,118.0W,02m26s,solar_eclipse
0485/11/23,A,0.9222,58.6S,24.9E,07m23s,solar_eclipse
0486/5/19,T,1.0806,27.0N,22.1E,06m54s,solar_eclipse
0486/11/12,A,0.9221,14.6S,45.6E,10m43s,solar_eclipse
0487/5/9,T,1.0559,20.9S,136.9E,05m11s,solar_eclipse
0487/11/1,A,0.9568,32.6N,21.6E,04m39s,solar_eclipse
0488/3/29,P,0.4298,71.9N,21.9E,,solar_eclipse
0488/4/27,P,0.1983,70.3S,17.3W,,solar_eclipse
0488/9/21,P,0.4701,71.8S,65.7W,,solar_eclipse
0488/10/20,P,0.2761,71.0N,80.5W,,solar_eclipse
0489/3/18,A,0.934,35.0N,81.6E,07m25s,solar_eclipse
0489/9/11,T,1.0564,30.4S,127.8E,04m40s,solar_eclipse
0490/3/7,A,0.9474,11.8S,94.5E,06m30s,solar_eclipse
0490/8/31,T,1.0235,15.1N,79.5W,02m19s,solar_eclipse
0491/2/24,A,0.986,62.3S,40.3E,01m02s,solar_eclipse
0491/8/21,A,0.9621,71.1N,170.7W,02m44s,solar_eclipse
0492/1/15,P,0.6957,68.3N,42.1W,,solar_eclipse
0492/2/14,P,0.0876,70.7S,46.2W,,solar_eclipse
0492/7/10,P,0.6032,67.6S,21.4W,,solar_eclipse
0493/1/4,T,1.0326,8.1N,96.3E,03m16s,solar_eclipse
0493/6/29,A,0.9819,1.5S,56.5W,02m16s,solar_eclipse
0493/12/24,Am,0.9831,34.1S,88.2W,01m43s,solar_eclipse
0494/6/19,T,1.0388,45.2N,150.7E,03m14s,solar_eclipse
0494/12/14,A,0.9239,82.5S,110.7E,05m17s,solar_eclipse
0495/5/10,P,0.2458,62.6S,68.0E,,solar_eclipse
0495/6/8,P,0.8472,64.7N,124.0E,,solar_eclipse
0495/11/3,P,0.1912,62.0N,178.4W,,solar_eclipse
0496/4/29,T,1.04,26.0S,153.3E,03m29s,solar_eclipse
0496/10/22,A,0.9752,28.5N,79.5E,02m23s,solar_eclipse
0497/4/18,A,0.9873,14.3N,29.3W,01m18s,solar_eclipse
0497/10/11,T,1.0354,9.2S,116.2W,03m04s,solar_eclipse
0498/4/7,A,0.9389,53.5N,121.2W,05m08s,solar_eclipse
0498/10/1,T,1.0515,42.0S,19.5W,03m37s,solar_eclipse
0499/2/26,P,0.3834,61.2S,100.9W,,solar_eclipse
0499/3/27,Pb,0.0158,60.9N,177.1W,,solar_eclipse
0499/8/22,P,0.5314,61.4N,52.9E,,solar_eclipse
0499/9/21,P,0.2079,61.0S,49.8E,,solar_eclipse
0500/2/15,H,1.0046,42.2S,60.6E,00m22s,solar_eclipse
0500/8/11,A,0.9582,44.7N,146.1W,03m50s,solar_eclipse
0501/2/4,T,1.0487,7.4S,169.5W,04m18s,solar_eclipse
0501/7/31,A,0.9427,7.4N,176.1E,07m14s,solar_eclipse
0502/1/24,T,1.0378,35.1N,67.5W,03m06s,solar_eclipse
0502/7/20,A,0.9595,46.9S,132.5E,03m52s,solar_eclipse
0502/12/15,P,0.5088,66.2S,128.2E,,solar_eclipse
0503/6/10,T,1.042,83.7N,27.9W,02m12s,solar_eclipse
0503/12/4,A,0.9204,61.1S,90.9W,07m27s,solar_eclipse
0504/5/29,T,1.0813,33.3N,90.2W,06m44s,solar_eclipse
0504/11/22,A,0.9222,17.6S,75.0W,10m42s,solar_eclipse
0505/5/19,T,1.0553,13.7S,22.1E,05m23s,solar_eclipse
0505/11/11,A,0.9582,29.0N,106.2W,04m39s,solar_eclipse
0506/4/9,P,0.3174,71.5N,99.3W,,solar_eclipse
0506/5/9,P,0.3179,69.5S,136.5W,,solar_eclipse
0506/10/2,P,0.4266,71.7S,154.2E,,solar_eclipse
0506/11/1,P,0.3019,70.3N,137.2E,,solar_eclipse
0507/3/29,A,0.9356,43.3N,26.8W,06m42s,solar_eclipse
0507/9/22,T,1.0516,36.8S,0.7E,04m06s,solar_eclipse
0508/3/17,A,0.9525,4.7S,16.3W,05m52s,solar_eclipse
0508/9/11,H3,1.0173,8.6N,160.4E,01m45s,solar_eclipse
0509/3/6,A,0.9933,54.6S,83.9W,00m32s,solar_eclipse
0509/8/31,A,0.9579,62.5N,65.1E,03m22s,solar_eclipse
0510/1/26,P,0.6746,69.3N,175.2E,,solar_eclipse
0510/2/24,P,0.1419,71.3S,175.6E,,solar_eclipse
0510/7/21,P,0.4692,68.6S,131.3W,,solar_eclipse
0511/1/15,T,1.0323,10.3N,36.4W,03m14s,solar_eclipse
0511/7/11,A,0.9831,7.6S,160.8W,02m05s,solar_eclipse
0512/1/5,A,0.9815,33.0S,146.1E,01m55s,solar_eclipse
0512/6/29,T,1.0418,40.4N,45.0E,03m37s,solar_eclipse
0512/12/24,A,0.9228,86.7S,2.2E,05m24s,solar_eclipse
0513/5/20,Pe,0.1095,63.3S,54.5W,,solar_eclipse
0513/6/19,P,0.9908,65.6N,1.6E,,solar_eclipse
0513/11/13,P,0.177,62.7N,51.6E,,solar_eclipse
0514/5/10,T,1.0371,29.6S,42.0E,03m16s,solar_eclipse
0514/11/2,A,0.976,26.7N,48.1W,02m23s,solar_eclipse
0515/4/29,A,0.9861,14.1N,133.6W,01m28s,solar_eclipse
0515/10/23,T,1.0351,12.5S,115.2E,03m04s,solar_eclipse
0516/4/18,A,0.9415,53.1N,143.2E,05m01s,solar_eclipse
0516/10/11,T,1.0487,44.9S,147.7W,03m23s,solar_eclipse
0517/3/8,P,0.3155,60.9S,137.8E,,solar_eclipse
0517/4/7,P,0.1253,61.0N,70.1E,,solar_eclipse
0517/9/2,P,0.4388,61.1N,71.0W,,solar_eclipse
0517/10/1,P,0.2535,61.0S,82.5W,,solar_eclipse
0518/2/25,H,1.0104,39.6S,59.6W,00m50s,solar_eclipse
0518/8/22,A,0.9524,44.1N,111.0E,04m21s,solar_eclipse
0519/2/15,T,1.053,5.2S,63.6E,04m33s,solar_eclipse
0519/8/11,A,0.9406,8.4N,75.5E,07m14s,solar_eclipse
0520/2/5,T,1.0395,35.2N,161.1E,03m10s,solar_eclipse
0520/7/30,A,0.9626,38.3S,29.5E,03m45s,solar_eclipse
0520/12/26,P,0.4969,65.1S,9.0W,,solar_eclipse
0521/6/20,P,0.967,65.8N,143.0W,,solar_eclipse
0521/12/15,A,0.9193,62.2S,154.8E,07m28s,solar_eclipse
0522/6/10,T,1.0812,38.9N,159.1E,06m28s,solar_eclipse
0522/12/4,A,0.9229,19.7S,163.9E,10m32s,solar_eclipse
0523/5/30,T,1.0541,6.9S,90.5W,05m25s,solar_eclipse
0523/11/23,A,0.9601,26.3N,124.6E,04m33s,solar_eclipse
0524/4/19,P,0.194,70.9N,142.2E,,solar_eclipse
0524/5/19,P,0.4452,68.7S,106.5E,,solar_eclipse
0524/10/13,P,0.3939,71.3S,12.4E,,solar_eclipse
0524/11/11,P,0.3201,69.4N,5.9W,,solar_eclipse
0525/4/8,A,0.9369,52.4N,134.3W,06m01s,solar_eclipse
0525/10/2,T,1.0469,43.1S,127.7W,03m35s,solar_eclipse
0526/3/28,A,0.9578,2.7N,125.8W,05m11s,solar_eclipse
0526/9/22,H,1.0111,2.3N,38.9E,01m08s,solar_eclipse
0527/3/18,H,1.0006,46.8S,154.4E,00m03s,solar_eclipse
0527/9/11,A,0.9532,54.6N,54.3W,04m05s,solar_eclipse
0528/2/6,P,0.6417,70.2N,33.8E,,solar_eclipse
0528/3/6,P,0.21,71.7S,39.1E,,solar_eclipse
0528/8/1,P,0.3476,69.5S,116.3E,,solar_eclipse
0528/8/30,Pb,0.0164,71.4N,17.5E,,solar_eclipse
0529/1/26,T,1.0323,13.6N,167.6W,03m10s,solar_eclipse
0529/7/21,A,0.9838,14.2S,92.2E,01m56s,solar_eclipse
0530/1/15,A,0.9802,30.6S,21.6E,02m05s,solar_eclipse
0530/7/10,T,1.044,35.0N,63.4W,03m57s,solar_eclipse
0531/1/4,A,0.9225,86.9S,25.1W,05m32s,solar_eclipse
0531/6/30,T,1.0666,85.2N,106.3W,03m23s,solar_eclipse
0531/11/24,P,0.1697,63.5N,80.1W,,solar_eclipse
0532/5/20,T,1.033,35.4S,68.0W,02m53s,solar_eclipse
0532/11/13,A,0.9774,25.0N,177.6W,02m19s,solar_eclipse
0533/5/10,A,0.9844,13.0N,123.8E,01m43s,solar_eclipse
0533/11/2,T,1.035,15.6S,15.0W,03m06s,solar_eclipse
0534/4/29,A,0.9438,52.6N,50.0E,04m58s,solar_eclipse
0534/10/23,T,1.0459,48.4S,82.8E,03m09s,solar_eclipse
0535/3/19,P,0.2371,60.9S,18.1E,,solar_eclipse
0535/4/18,P,0.246,61.4N,41.1W,,solar_eclipse
0535/9/13,P,0.3585,60.9N,163.6E,,solar_eclipse
0535/10/12,P,0.2873,61.3S,143.5E,,solar_eclipse
0536/3/8,T,1.0162,37.4S,178.3W,01m17s,solar_eclipse
0536/9/1,A,0.9466,43.0N,5.4E,04m54s,solar_eclipse
0537/2/25,T,1.0574,2.9S,61.7W,04m49s,solar_eclipse
0537/8/21,A,0.9384,8.4N,27.0W,07m17s,solar_eclipse
0538/2/15,T,1.0412,35.7N,31.8E,03m14s,solar_eclipse
0538/8/10,A,0.9646,33.5S,76.3W,03m35s,solar_eclipse
0539/1/6,P,0.4803,64.1S,144.5W,,solar_eclipse
0539/7/1,P,0.8345,64.9N,96.2E,,solar_eclipse
0539/7/31,Pb,0.0889,62.6S,123.1E,,solar_eclipse
0539/12/26,A,0.9188,62.0S,41.4E,07m26s,solar_eclipse
0540/6/20,T,1.0801,43.7N,49.4E,06m07s,solar_eclipse
0540/12/14,A,0.9243,20.9S,43.2E,10m10s,solar_eclipse
0541/6/10,T,1.0519,1.0S,157.9E,05m17s,solar_eclipse
0541/12/3,A,0.9625,24.3N,5.0W,04m19s,solar_eclipse
0542/5/1,Pe,0.0615,70.2N,26.4E,,solar_eclipse
0542/5/30,P,0.5781,67.7S,8.7W,,solar_eclipse
0542/10/24,P,0.3711,70.7S,130.8W,,solar_eclipse
0542/11/23,P,0.3325,68.4N,149.3W,,solar_eclipse
0543/4/20,A,0.9378,62.4N,118.1E,05m23s,solar_eclipse
0543/10/14,T,1.0424,48.9S,102.6E,03m07s,solar_eclipse
0544/4/8,A,0.9629,10.4N,126.9E,04m29s,solar_eclipse
0544/10/2,H,1.005,3.5S,84.5W,00m31s,solar_eclipse
0545/3/28,H,1.0079,38.7S,35.1E,00m42s,solar_eclipse
0545/9/22,A,0.9485,47.4N,173.0W,04m53s,solar_eclipse
0546/2/16,P,0.5989,70.9N,106.7W,,solar_eclipse
0546/3/18,P,0.2891,71.9S,96.0W,,solar_eclipse
0546/8/12,P,0.2357,70.4S,1.6E,,solar_eclipse
0546/9/11,P,0.0994,71.8N,103.8W,,solar_eclipse
0547/2/6,T,1.0325,17.7N,62.5E,03m07s,solar_eclipse
0547/8/1,A,0.984,21.3S,17.0W,01m48s,solar_eclipse
0548/1/26,A,0.9794,27.2S,102.2W,02m12s,solar_eclipse
0548/7/21,T,1.0455,29.0N,174.2W,04m12s,solar_eclipse
0549/1/15,A,0.9228,82.1S,127.7W,05m40s,solar_eclipse
0549/7/10,T,1.0688,83.1N,38.7W,03m48s,solar_eclipse
0549/12/5,P,0.1655,64.5N,147.2E,,solar_eclipse
0550/1/4,Pb,0.0067,67.3S,19.5E,,solar_eclipse
0550/6/1,T,1.0276,44.5S,177.2W,02m18s,solar_eclipse
0550/11/24,A,0.9793,23.7N,51.8E,02m11s,solar_eclipse
0551/5/21,A,0.9822,10.9N,22.4E,02m03s,solar_eclipse
0551/11/13,T,1.0354,18.4S,146.1W,03m10s,solar_eclipse
0552/5/9,A,0.9455,51.6N,41.6W,05m00s,solar_eclipse
0552/11/2,T,1.0433,52.2S,47.4W,02m57s,solar_eclipse
0553/3/30,P,0.1465,61.0S,99.8W,,solar_eclipse
0553/4/28,P,0.3764,61.8N,151.2W,,solar_eclipse
0553/9/23,P,0.2903,60.8N,36.5E,,solar_eclipse
0553/10/23,P,0.3117,61.6S,8.1E,,solar_eclipse
0554/3/19,T,1.0217,35.9S,64.5E,01m44s,solar_eclipse
0554/9/12,A,0.9409,41.8N,103.1W,05m30s,solar_eclipse
0555/3/9,T,1.0618,0.7S,175.4E,05m05s,solar_eclipse
0555/9/1,A,0.936,7.4N,131.9W,07m25s,solar_eclipse
0556/2/26,T,1.0433,36.2N,94.4W,03m19s,solar_eclipse
0556/8/21,A,0.9659,31.0S,175.3E,03m24s,solar_eclipse
0557/1/16,P,0.4558,63.2S,81.8E,,solar_eclipse
0557/2/15,Pb,0.03,61.6N,28.6E,,solar_eclipse
0557/7/12,P,0.7075,64.0N,25.4W,,solar_eclipse
0557/8/10,P,0.2066,62.0S,0.9E,,solar_eclipse
0558/1/5,A,0.9189,60.5S,72.3W,07m23s,solar_eclipse
0558/7/1,T,1.0783,47.5N,59.0W,05m45s,solar_eclipse
0558/12/25,A,0.9263,21.2S,77.7W,09m41s,solar_eclipse
0559/6/21,T,1.049,4.1N,47.6E,04m59s,solar_eclipse
0559/12/14,A,0.9655,23.0N,135.1W,03m58s,solar_eclipse
0560/6/9,P,0.7134,66.7S,122.7W,,solar_eclipse
0560/11/3,P,0.357,69.9S,85.0E,,solar_eclipse
0560/12/3,P,0.3411,67.3N,67.0E,,solar_eclipse
0561/4/30,A,0.9379,73.1N,3.9E,04m48s,solar_eclipse
0561/10/24,T,1.0381,54.5S,27.3W,02m43s,solar_eclipse
0562/4/19,Am,0.9678,18.2N,20.6E,03m48s,solar_eclipse
0562/10/14,A,0.9992,9.0S,150.9E,00m05s,solar_eclipse
0563/4/8,T,1.015,30.6S,82.0W,01m25s,solar_eclipse
0563/10/3,A,0.9438,41.0N,67.4E,05m44s,solar_eclipse
0564/2/28,P,0.5419,71.5N,114.5E,,solar_eclipse
0564/3/28,P,0.3821,71.8S,130.8E,,solar_eclipse
0564/8/22,P,0.1376,71.0S,116.1W,,solar_eclipse
0564/9/21,P,0.1693,72.0N,132.2E,,solar_eclipse
0565/2/16,T,1.0327,22.8N,65.5W,03m02s,solar_eclipse
0565/8/11,A,0.9839,28.6S,129.5W,01m42s,solar_eclipse
0566/2/6,A,0.979,22.8S,135.5E,02m17s,solar_eclipse
0566/8/1,T,1.0464,22.6N,72.6E,04m22s,solar_eclipse
0567/1/26,A,0.9238,76.4S,112.3E,05m50s,solar_eclipse
0567/7/22,T,1.0692,73.4N,153.4W,04m07s,solar_eclipse
0567/12/16,P,0.1621,65.5N,13.9E,,solar_eclipse
0568/1/15,P,0.028,68.4S,110.9W,,solar_eclipse
0568/6/11,P,0.9867,65.0S,79.7E,,solar_eclipse
0568/12/4,A,0.9818,22.9N,79.9W,01m57s,solar_eclipse
0569/5/31,A,0.9794,7.7N,78.2W,02m29s,solar_eclipse
0569/11/24,T,1.0361,20.6S,82.0E,03m17s,solar_eclipse
0570/5/20,A,0.947,49.8N,132.0W,05m06s,solar_eclipse
0570/11/13,T,1.0409,56.0S,177.8W,02m46s,solar_eclipse
0571/4/10,Pe,0.0441,61.3S,144.0E,,solar_eclipse
0571/5/9,P,0.5175,62.5N,99.9E,,solar_eclipse
0571/10/5,P,0.2348,60.9N,92.3W,,solar_eclipse
0571/11/3,P,0.3256,62.2S,128.9W,,solar_eclipse
0572/3/29,T,1.027,35.3S,51.2W,02m10s,solar_eclipse
0572/9/23,A,0.9354,40.6N,145.5E,06m08s,solar_eclipse
0573/3/19,Tm,1.0659,1.5N,54.2E,05m22s,solar_eclipse
0573/9/12,A,0.9338,5.7N,120.7E,07m36s,solar_eclipse
0574/3/9,T,1.0452,37.1N,141.8E,03m23s,solar_eclipse
0574/9/1,A,0.9668,30.1S,64.7E,03m15s,solar_eclipse
0575/1/28,P,0.4234,62.4S,49.9W,,solar_eclipse
0575/2/26,P,0.0756,61.3N,100.7W,,solar_eclipse
0575/7/23,P,0.5871,63.2N,148.1W,,solar_eclipse
0575/8/21,P,0.3137,61.5S,123.3W,,solar_eclipse
0576/1/17,A,0.9196,58.4S,174.5E,07m17s,solar_eclipse
0576/7/12,T,1.0755,50.0N,167.5W,05m21s,solar_eclipse
0577/1/5,A,0.929,20.7S,162.3E,09m03s,solar_eclipse
0577/7/1,T,1.0453,8.3N,62.4W,04m33s,solar_eclipse
0577/12/25,A,0.9691,22.2N,95.2E,03m30s,solar_eclipse
0578/6/21,P,0.8494,65.7S,124.2E,,solar_eclipse
0578/11/15,P,0.3496,69.0S,59.8W,,solar_eclipse
0578/12/14,P,0.3488,66.2N,76.2W,,solar_eclipse
0579/5/11,A,0.9365,80.3N,163.3W,04m15s,solar_eclipse
0579/11/4,T,1.0344,59.4S,157.1W,02m24s,solar_eclipse
0580/4/29,A,0.9724,25.9N,83.6W,03m08s,solar_eclipse
0580/10/24,A,0.9938,13.9S,25.2E,00m40s,solar_eclipse
0581/4/19,T,1.0218,22.6S,162.8E,02m09s,solar_eclipse
0581/10/13,A,0.9393,35.4N,53.5W,06m38s,solar_eclipse
0582/3/10,P,0.4737,71.8N,23.1W,,solar_eclipse
0582/4/8,P,0.4861,71.4S,0.6W,,solar_eclipse
0582/9/3,Pe,0.0511,71.5S,123.5E,,solar_eclipse
0582/10/2,P,0.2276,71.8N,6.0E,,solar_eclipse
0583/2/28,T,1.0329,28.7N,167.8E,02m55s,solar_eclipse
0583/8/23,A,0.9834,36.1S,115.2E,01m38s,solar_eclipse
0584/2/17,A,0.9788,17.5S,14.7E,02m21s,solar_eclipse
0584/8/11,T,1.0467,16.1N,43.4W,04m27s,solar_eclipse
0585/2/5,A,0.9253,70.2S,8.9W,06m01s,solar_eclipse
0585/8/1,T,1.0687,64.6N,89.6E,04m22s,solar_eclipse
0585/12/26,P,0.1569,66.5N,119.7W,,solar_eclipse
0586/1/25,P,0.0559,69.4S,119.2E,,solar_eclipse
0586/6/22,P,0.838,66.0S,38.3W,,solar_eclipse
0586/7/22,Pb,0.0869,68.6N,15.5W,,solar_eclipse
0586/12/16,A,0.9848,22.7N,148.3E,01m38s,solar_eclipse
0587/6/12,A,0.9761,3.4N,178.6W,03m01s,solar_eclipse
0587/12/5,T,1.0373,22.1S,50.1W,03m26s,solar_eclipse
0588/5/31,A,0.9478,47.1N,137.4E,05m18s,solar_eclipse
0588/11/24,T,1.039,59.3S,53.1E,02m38s,solar_eclipse
0589/5/20,P,0.6632,63.2N,8.9W,,solar_eclipse
0589/10/15,P,0.1917,61.2N,137.0E,,solar_eclipse
0589/11/13,P,0.332,62.9S,92.9E,,solar_eclipse
0590/4/10,T,1.0318,36.0S,165.2W,02m33s,solar_eclipse
0590/10/4,A,0.9303,39.5N,31.1E,06m50s,solar_eclipse
0591/3/30,T,1.0697,3.2N,64.8W,05m41s,solar_eclipse
0591/9/23,Am,0.9317,3.4N,10.3E,07m51s,solar_eclipse
0592/3/19,T,1.047,38.0N,21.5E,03m29s,solar_eclipse
0592/9/11,A,0.9673,30.6S,48.8W,03m07s,solar_eclipse
0593/2/7,P,0.3804,61.8S,179.5W,,solar_eclipse
0593/3/8,P,0.1341,61.0N,132.5E,,solar_eclipse
0593/8/2,P,0.4743,62.5N,88.2E,,solar_eclipse
0593/9/1,P,0.41,61.1S,110.6E,,solar_eclipse
0594/1/27,A,0.9207,55.7S,60.9E,07m10s,solar_eclipse
0594/7/23,T,1.072,51.3N,83.9E,04m58s,solar_eclipse
0595/1/16,A,0.9324,19.5S,42.9E,08m20s,solar_eclipse
0595/7/13,T,1.0409,11.4N,171.9W,04m02s,solar_eclipse
0596/1/5,A,0.9733,22.0N,34.2W,02m56s,solar_eclipse
0596/7/1,A-,0.9827,64.7S,11.5E,-,solar_eclipse
0596/11/25,P,0.3455,68.0S,155.2E,,solar_eclipse
0596/12/25,P,0.3584,65.2N,141.2E,,solar_eclipse
0597/5/21,P,0.8815,68.5N,46.0E,,solar_eclipse
0597/11/15,T,1.031,63.7S,74.5E,02m07s,solar_eclipse
0598/5/11,A,0.9766,33.6N,173.4E,02m31s,solar_eclipse
0598/11/4,A,0.9888,18.0S,101.3W,01m13s,solar_eclipse
0599/4/30,T,1.0281,14.8S,49.1E,02m52s,solar_eclipse
0599/10/25,A,0.9352,30.6N,175.5W,07m32s,solar_eclipse
0600/3/20,P,0.3907,71.8N,158.5W,,solar_eclipse
0600/4/19,P,0.6021,70.9S,130.0W,,solar_eclipse
0600/10/13,P,0.2734,71.5N,122.5W,,solar_eclipse
0601/3/10,T,1.0327,35.3N,43.1E,02m47s,solar_eclipse
0601/9/2,A,0.9828,43.5S,3.3W,01m34s,solar_eclipse
0602/2/27,A,0.9787,11.6S,104.3W,02m23s,solar_eclipse
0602/8/23,T,1.0465,9.5N,161.7W,04m26s,solar_eclipse
0603/2/17,A,0.9274,63.4S,128.4W,06m13s,solar_eclipse
0603/8/12,T,1.0671,56.4N,29.3W,04m33s,solar_eclipse
0604/1/7,P,0.1475,67.6N,106.7E,,solar_eclipse
0604/2/5,P,0.0948,70.3S,9.5W,,solar_eclipse
0604/7/2,P,0.6918,67.0S,156.6W,,solar_eclipse
0604/8/1,P,0.1981,69.5N,140.7W,,solar_eclipse
0604/12/26,A,0.9884,23.3N,16.6E,01m14s,solar_eclipse
0605/6/22,A,0.9722,1.8S,80.6E,03m35s,solar_eclipse
0605/12/16,Tm,1.0389,22.7S,177.6E,03m37s,solar_eclipse
0606/6/11,A,0.9483,43.1N,46.5E,05m35s,solar_eclipse
0606/12/5,T,1.0374,62.1S,75.0W,02m31s,solar_eclipse
0607/5/31,P,0.814,64.0N,117.5W,,solar_eclipse
0607/10/26,P,0.1585,61.7N,4.7E,,solar_eclipse
0607/11/25,P,0.3327,63.7S,46.4W,,solar_eclipse
0608/4/20,T,1.0358,38.3S,82.0E,02m51s,solar_eclipse
0608/10/14,A,0.9257,38.5N,86.0W,07m33s,solar_eclipse
0609/4/10,T,1.073,4.5N,177.6E,06m00s,solar_eclipse
0609/10/3,A,0.9298,0.9N,102.1W,08m09s,solar_eclipse
0610/3/30,T,1.0485,39.2N,96.4W,03m34s,solar_eclipse
0610/9/22,A,0.9678,32.2S,164.6W,03m00s,solar_eclipse
0611/2/18,P,0.3245,61.3S,53.8E,,solar_eclipse
0611/3/20,P,0.2065,61.0N,8.4E,,solar_eclipse
0611/8/13,P,0.3723,61.9N,37.3W,,solar_eclipse
0611/9/12,P,0.4929,60.9S,17.9W,,solar_eclipse
0612/2/7,A,0.9221,53.0S,51.4W,07m02s,solar_eclipse
0612/8/2,T,1.0679,51.5N,26.5W,04m35s,solar_eclipse
0613/1/26,A,0.9363,17.9S,74.9W,07m35s,solar_eclipse
0613/7/23,T,1.0358,13.4N,78.0E,03m28s,solar_eclipse
0614/1/15,A,0.9782,22.2N,162.5W,02m19s,solar_eclipse
0614/7/12,A,0.9722,43.7S,84.8W,02m41s,solar_eclipse
0614/12/7,P,0.3445,67.0S,10.2E,,solar_eclipse
0615/1/5,P,0.3712,64.2N,0.6W,,solar_eclipse
0615/6/2,P,0.7339,67.4N,61.3W,,solar_eclipse
0615/11/26,T,1.0282,67.0S,51.7W,01m54s,solar_eclipse
0616/5/21,A,0.9803,40.9N,72.2E,01m59s,solar_eclipse
0616/11/15,A,0.9843,21.4S,131.5E,01m43s,solar_eclipse
0617/5/10,T,1.034,7.4S,63.2W,03m32s,solar_eclipse
0617/11/4,A,0.9314,26.6N,61.4E,08m25s,solar_eclipse
0618/4/1,P,0.2969,71.6N,67.9E,,solar_eclipse
0618/4/30,P,0.727,70.2S,102.3E,,solar_eclipse
0618/10/24,P,0.3086,70.8N,107.5E,,solar_eclipse
0619/3/21,T,1.0323,42.8N,80.0W,02m36s,solar_eclipse
0619/9/13,A,0.9819,50.7S,125.2W,01m31s,solar_eclipse
0620/3/10,A,0.9787,5.1S,138.5E,02m25s,solar_eclipse
0620/9/2,T,1.0459,2.9N,77.6E,04m21s,solar_eclipse
0621/2/27,A,0.9297,56.1S,114.2E,06m27s,solar_eclipse
0621/8/23,T,1.0648,48.6N,150.4W,04m40s,solar_eclipse
0622/1/17,P,0.1326,68.7N,26.7W,,solar_eclipse
0622/2/16,P,0.1434,71.0S,137.1W,,solar_eclipse
0622/7/14,P,0.5507,68.0S,84.3E,,solar_eclipse
0622/8/12,P,0.3006,70.3N,92.4E,,solar_eclipse
0623/1/6,A,0.9926,24.7N,114.7W,00m47s,solar_eclipse
0623/7/3,A,0.9678,8.0S,21.1W,04m11s,solar_eclipse
0623/12/27,T,1.0412,22.2S,45.8E,03m51s,solar_eclipse
0624/6/21,A,0.9481,38.3N,46.2W,05m56s,solar_eclipse
0624/12/16,T,1.0364,63.6S,159.0E,02m28s,solar_eclipse
