DATE_STRIN,ECLIPSE_TYPE,MAGNITUD,LATITUDE,LONGITUDE,DURATION,EVENT
1272/3/1,T,1.0569,39.2S,48.6E,04m24s,solar_eclipse
1272/8/25,A,0.943,43.9N,177.3E,05m50s,solar_eclipse
1273/1/20,P,0.2159,69.5N,51.8W,,solar_eclipse
1273/2/19,P,0.4321,71.4S,82.5W,,solar_eclipse
1273/7/15,P,0.3257,68.7S,120.2W,,solar_eclipse
1273/8/14,P,0.4205,71.0N,132.5W,,solar_eclipse
1274/1/9,A,0.9372,31.3N,132.8W,07m26s,solar_eclipse
1274/7/5,T,1.07,13.0S,35.5E,06m35s,solar_eclipse
1274/12/29,A,0.9175,16.2S,132.2W,11m44s,solar_eclipse
1275/6/25,T,1.0752,33.0N,137.5E,06m21s,solar_eclipse
1275/12/18,A,0.9352,58.0S,135.5W,06m00s,solar_eclipse
1276/6/13,T,1.0202,82.2N,135.2E,01m07s,solar_eclipse
1276/12/7,P,0.596,65.2S,24.2W,,solar_eclipse
1277/5/4,A-,0.9528,62.6S,34.0E,-,solar_eclipse
1277/10/28,T,1.0438,37.9N,119.6E,03m23s,solar_eclipse
1278/4/23,A,0.9457,1.0N,16.7W,06m37s,solar_eclipse
1278/10/17,T,1.0338,3.0S,135.4W,03m03s,solar_eclipse
1279/4/12,A,0.9788,37.4N,85.3W,01m55s,solar_eclipse
1279/10/7,A,0.9805,37.6S,29.1E,01m42s,solar_eclipse
1280/3/2,P,0.2084,61.1S,20.7E,,solar_eclipse
1280/4/1,P,0.6298,61.2N,35.4E,,solar_eclipse
1280/9/25,P,0.4131,61.0S,114.4W,,solar_eclipse
1281/2/20,T,1.0496,47.8S,72.1E,03m22s,solar_eclipse
1281/8/15,A,0.9497,59.9N,84.2W,03m50s,solar_eclipse
1282/2/10,H,1.0156,14.3S,177.3W,01m26s,solar_eclipse
1282/8/5,H,1.0107,19.4N,131.1E,01m01s,solar_eclipse
1283/1/30,A,0.9533,25.1N,31.5E,05m02s,solar_eclipse
1283/7/25,T,1.0587,21.4S,88.1W,05m07s,solar_eclipse
1284/1/19,P,0.2525,62.8N,23.3W,,solar_eclipse
1284/6/15,P,0.769,65.8N,60.8W,,solar_eclipse
1284/7/14,P,0.2915,63.4S,10.4W,,solar_eclipse
1284/12/8,A,0.9414,86.2S,56.2E,03m49s,solar_eclipse
1285/6/4,H,1.0143,47.2N,70.8W,01m15s,solar_eclipse
1285/11/28,H,1.0068,33.9S,167.0E,00m39s,solar_eclipse
1286/5/24,A,0.9632,0.4S,171.9W,04m55s,solar_eclipse
1286/11/17,T,1.0441,8.2N,43.9W,04m17s,solar_eclipse
1287/5/14,P,0.7052,68.8S,169.0W,,solar_eclipse
1287/10/8,Pe,0.012,71.4S,121.2E,,solar_eclipse
1287/11/7,P,0.7059,69.4N,104.2E,,solar_eclipse
1288/4/2,A,0.984,68.5N,76.4W,01m07s,solar_eclipse
1288/9/27,A,0.9616,62.1S,58.9E,03m00s,solar_eclipse
1289/3/23,T,1.0448,12.1N,148.9E,04m10s,solar_eclipse
1289/9/16,A,0.9357,10.1S,51.5E,08m15s,solar_eclipse
1290/3/12,T,1.0604,32.7S,77.6W,04m52s,solar_eclipse
1290/9/5,A,0.9424,35.8N,68.4E,06m17s,solar_eclipse
1291/1/31,P,0.1856,70.4N,169.4E,,solar_eclipse
1291/3/2,P,0.4766,71.8S,139.8E,,solar_eclipse
1291/7/27,P,0.2075,69.6S,118.6E,,solar_eclipse
1291/8/25,P,0.5314,71.6N,103.8E,,solar_eclipse
1292/1/21,A,0.9363,34.6N,102.0E,07m17s,solar_eclipse
1292/7/15,T,1.0692,19.9S,79.6W,06m17s,solar_eclipse
1293/1/9,A,0.9185,13.9S,108.4E,11m36s,solar_eclipse
1293/7/5,T,1.073,27.5N,26.7E,06m24s,solar_eclipse
1293/12/29,A,0.9379,56.8S,107.6E,05m48s,solar_eclipse
1294/6/25,T,1.0195,84.5N,153.7E,01m11s,solar_eclipse
1294/12/18,P,0.6064,66.3S,163.8W,,solar_eclipse
1295/5/15,P,0.8131,63.3S,74.5W,,solar_eclipse
1295/11/8,T,1.0414,37.5N,14.0W,03m17s,solar_eclipse
1296/5/3,A,0.9485,0.5S,116.1W,06m27s,solar_eclipse
1296/10/28,T,1.0289,5.5S,97.2E,02m41s,solar_eclipse
1297/4/22,A,0.985,37.7N,170.4E,01m22s,solar_eclipse
1297/10/17,A,0.9751,40.6S,90.4W,02m11s,solar_eclipse
1298/3/14,P,0.1459,61.1S,110.7W,,solar_eclipse
1298/4/12,P,0.7357,61.5N,88.9W,,solar_eclipse
1298/10/6,P,0.4728,61.2S,124.7E,,solar_eclipse
1299/3/3,T,1.051,45.5S,53.0W,03m30s,solar_eclipse
1299/8/27,A,0.9474,60.0N,180.0E,03m53s,solar_eclipse
1300/2/21,H,1.0154,11.5S,58.8E,01m24s,solar_eclipse
1300/8/15,Hm,1.0115,19.0N,22.0E,01m05s,solar_eclipse
1301/2/9,A,0.9533,26.4N,90.3W,04m53s,solar_eclipse
1301/8/5,T,1.0597,19.1S,157.3E,05m07s,solar_eclipse
1302/1/29,P,0.2805,62.1N,149.7W,,solar_eclipse
1302/6/26,P,0.624,64.8N,178.4E,,solar_eclipse
1302/7/25,P,0.4178,62.7S,133.4W,,solar_eclipse
1302/12/20,A,0.9438,82.1S,85.3W,03m37s,solar_eclipse
1303/6/15,H,1.0103,52.5N,171.4W,00m52s,solar_eclipse
1303/12/9,H,1.0089,34.9S,39.0E,00m50s,solar_eclipse
1304/6/4,A,0.9622,5.9N,88.6E,05m04s,solar_eclipse
1304/11/27,T,1.0438,6.2N,177.7W,04m17s,solar_eclipse
1305/5/24,P,0.8496,67.8S,82.8E,,solar_eclipse
1305/11/17,P,0.7163,68.4N,38.4W,,solar_eclipse
1306/4/13,A,0.9872,75.5N,130.6E,00m47s,solar_eclipse
1306/10/8,A,0.9547,69.4S,70.7W,03m18s,solar_eclipse
1307/4/3,T,1.0501,18.9N,29.0E,04m33s,solar_eclipse
1307/9/27,A,0.9317,16.9S,59.6W,08m39s,solar_eclipse
1308/3/23,T,1.0638,25.9S,157.8E,05m21s,solar_eclipse
1308/9/15,A,0.9417,28.2N,42.6W,06m43s,solar_eclipse
1309/2/11,P,0.1465,71.1N,31.7E,,solar_eclipse
1309/3/12,P,0.5323,71.9S,3.9E,,solar_eclipse
1309/8/6,Pe,0.099,70.4S,5.0W,,solar_eclipse
1309/9/4,P,0.63,72.0N,22.7W,,solar_eclipse
1310/1/31,A,0.9358,38.9N,21.9W,07m01s,solar_eclipse
1310/7/27,T,1.0676,27.2S,163.0E,05m52s,solar_eclipse
1311/1/20,A,0.92,10.6S,10.1W,11m18s,solar_eclipse
1311/7/16,Tm,1.07,21.4N,85.4W,06m20s,solar_eclipse
1312/1/9,A,0.9413,54.3S,10.2W,05m33s,solar_eclipse
1312/7/5,T,1.0171,75.4N,68.1E,01m08s,solar_eclipse
1312/12/28,P,0.6192,67.4S,56.4E,,solar_eclipse
1313/5/26,P,0.6672,64.2S,178.1E,,solar_eclipse
1313/11/18,T,1.0395,37.4N,149.3W,03m13s,solar_eclipse
1314/5/15,A,0.951,3.3S,145.5E,06m19s,solar_eclipse
1314/11/8,T,1.0244,7.6S,31.3W,02m20s,solar_eclipse
1315/5/4,A,0.9909,37.3N,67.7E,00m51s,solar_eclipse
1315/10/29,A,0.9698,43.8S,149.1E,02m40s,solar_eclipse
1316/3/24,Pe,0.0686,61.2S,120.1E,,solar_eclipse
1316/4/22,P,0.856,62.0N,148.8E,,solar_eclipse
1316/10/17,P,0.5193,61.6S,1.5E,,solar_eclipse
1317/3/14,T,1.0522,44.2S,175.9W,03m37s,solar_eclipse
1317/9/6,An,0.9439,60.9N,87.6E,03m55s,solar_eclipse
1318/3/3,H,1.0153,8.8S,63.2W,01m24s,solar_eclipse
1318/8/26,H,1.012,17.9N,89.6W,01m06s,solar_eclipse
1319/2/21,A,0.9537,28.0N,150.1E,04m42s,solar_eclipse
1319/8/16,T,1.06,18.0S,41.9E,05m01s,solar_eclipse
1320/2/10,P,0.3154,61.5N,85.4E,,solar_eclipse
1320/7/6,P,0.4807,63.9N,57.9E,,solar_eclipse
1320/8/5,P,0.5375,62.1S,102.9E,,solar_eclipse
1320/12/30,A,0.9468,77.9S,141.3E,03m25s,solar_eclipse
1321/6/26,H,1.0056,56.7N,90.3E,00m27s,solar_eclipse
1321/12/19,H,1.0115,34.9S,89.2W,01m04s,solar_eclipse
1322/6/15,A,0.9607,11.4N,9.8W,05m11s,solar_eclipse
1322/12/9,T,1.0439,5.0N,48.4E,04m17s,solar_eclipse
1323/6/4,As,0.9383,56.1S,23.4W,05m59s,solar_eclipse
1323/11/29,P,0.7215,67.3N,178.8E,,solar_eclipse
1324/4/24,P,0.9272,70.3N,31.7W,,solar_eclipse
1324/10/18,A,0.9483,75.4S,149.9E,03m33s,solar_eclipse
1325/4/13,T,1.0551,26.0N,88.8W,04m50s,solar_eclipse
1325/10/7,A,0.9281,23.2S,172.5W,08m57s,solar_eclipse
1326/4/3,T,1.0668,19.0S,35.3E,05m49s,solar_eclipse
1326/9/26,A,0.9409,21.3N,156.1W,07m07s,solar_eclipse
1327/2/22,P,0.0953,71.6N,104.3W,,solar_eclipse
1327/3/24,P,0.602,71.8S,129.5W,,solar_eclipse
1327/9/16,P,0.7168,72.1N,151.8W,,solar_eclipse
1328/2/11,A,0.9356,44.1N,144.7W,06m38s,solar_eclipse
1328/8/6,T,1.0652,35.1S,43.6E,05m19s,solar_eclipse
1329/1/30,A,0.9222,6.5S,127.7W,10m51s,solar_eclipse
1329/7/27,T,1.0662,14.9N,160.9E,06m08s,solar_eclipse
1330/1/19,A,0.9452,50.6S,129.0W,05m16s,solar_eclipse
1330/7/16,T,1.0139,66.5N,35.7W,01m00s,solar_eclipse
1331/1/9,P,0.6333,68.4S,83.8W,,solar_eclipse
1331/6/6,P,0.5183,65.1S,71.4E,,solar_eclipse
1331/7/5,Pb,0.0063,67.8N,12.6E,,solar_eclipse
1331/11/30,T,1.038,37.6N,74.2E,03m09s,solar_eclipse
1332/5/25,A,0.9531,7.3S,47.6E,06m10s,solar_eclipse
1332/11/18,T,1.0202,9.2S,160.8W,02m01s,solar_eclipse
1333/5/14,A,0.9964,36.1N,34.2W,00m20s,solar_eclipse
1333/11/8,A,0.9651,46.8S,28.4E,03m06s,solar_eclipse
1334/5/4,P,0.983,62.6N,27.0E,,solar_eclipse
1334/10/28,P,0.556,62.1S,123.4W,,solar_eclipse
1335/3/25,T,1.0528,44.2S,63.3E,03m42s,solar_eclipse
1335/9/17,P,0.9134,60.9N,12.4W,,solar_eclipse
1336/3/14,H,1.0152,6.4S,177.4E,01m23s,solar_eclipse
1336/9/6,H,1.0122,16.2N,156.1E,01m07s,solar_eclipse
1337/3/3,A,0.9543,29.5N,34.1E,04m32s,solar_eclipse
1337/8/26,T,1.0596,18.1S,75.7W,04m53s,solar_eclipse
1338/2/20,P,0.3632,61.2N,37.0W,,solar_eclipse
1338/7/18,P,0.3419,63.2N,62.6W,,solar_eclipse
1338/8/16,P,0.6482,61.6S,21.9W,,solar_eclipse
1339/1/10,A,0.9504,73.9S,10.9E,03m11s,solar_eclipse
1339/7/7,H,1.0002,59.8N,5.5W,00m01s,solar_eclipse
1339/12/31,H,1.0147,33.9S,142.5E,01m20s,solar_eclipse
1340/6/25,A,0.9586,16.0N,106.7W,05m17s,solar_eclipse
1340/12/19,T,1.0444,4.7N,86.0W,04m17s,solar_eclipse
1341/6/14,A,0.9433,39.6S,123.3W,06m25s,solar_eclipse
1341/12/9,P,0.7229,66.3N,36.2E,,solar_eclipse
1342/5/5,P,0.815,69.4N,152.3W,,solar_eclipse
1342/10/30,A,0.9422,78.6S,5.8W,03m44s,solar_eclipse
1343/4/25,T,1.0597,33.1N,155.2E,05m02s,solar_eclipse
1343/10/19,A,0.9247,29.0S,73.3E,09m12s,solar_eclipse
1344/4/13,T,1.0695,12.0S,85.4W,06m15s,solar_eclipse
1344/10/7,A,0.9402,15.1N,88.4E,07m29s,solar_eclipse
1345/3/4,Pe,0.0325,71.9N,121.7E,,solar_eclipse
1345/4/3,P,0.683,71.5S,99.5E,,solar_eclipse
1345/9/26,P,0.7902,72.0N,76.5E,,solar_eclipse
1346/2/22,A,0.9354,50.4N,93.4E,06m11s,solar_eclipse
1346/8/17,T,1.0622,43.4S,78.6W,04m43s,solar_eclipse
1347/2/11,A,0.9248,1.5S,116.0E,10m17s,solar_eclipse
1347/8/7,T,1.0618,8.1N,45.7E,05m48s,solar_eclipse
1348/1/31,A,0.9499,46.0S,111.9E,04m55s,solar_eclipse
1348/7/26,H,1.0098,58.0N,143.3W,00m46s,solar_eclipse
1349/1/19,P,0.6546,69.5S,136.3E,,solar_eclipse
1349/6/16,P,0.3687,66.1S,35.3W,,solar_eclipse
1349/7/16,P,0.1384,68.8N,98.7W,,solar_eclipse
1349/12/10,T,1.0371,38.2N,62.7W,03m06s,solar_eclipse
1350/6/5,A,0.9547,12.4S,50.7W,05m59s,solar_eclipse
1350/11/30,H3,1.0166,10.3S,68.8E,01m42s,solar_eclipse
1351/5/25,H,1.0016,33.7N,135.5W,00m09s,solar_eclipse
1351/11/19,A,0.9608,49.4S,92.7W,03m32s,solar_eclipse
1352/5/14,T,1.0427,73.6N,48.5W,02m18s,solar_eclipse
1352/11/7,P,0.5826,62.8S,109.7E,,solar_eclipse
1353/4/4,T,1.0527,46.0S,54.7W,03m41s,solar_eclipse
1353/9/28,P,0.8481,61.0N,134.1W,,solar_eclipse
1354/3/25,H,1.0149,4.4S,60.0E,01m23s,solar_eclipse
1354/9/17,H,1.0122,14.2N,39.3E,01m07s,solar_eclipse
1355/3/14,A,0.9552,31.2N,79.3W,04m22s,solar_eclipse
1355/9/7,T,1.0586,19.2S,165.3E,04m43s,solar_eclipse
1356/3/2,P,0.4225,60.9N,157.2W,,solar_eclipse
1356/7/28,P,0.2101,62.5N,176.3E,,solar_eclipse
1356/8/26,P,0.7477,61.2S,148.1W,,solar_eclipse
1357/1/21,A,0.9543,70.1S,116.8W,02m56s,solar_eclipse
1357/7/17,A,0.9942,61.5N,100.5W,00m26s,solar_eclipse
1358/1/10,T,1.0183,32.0S,14.4E,01m38s,solar_eclipse
1358/7/7,Am,0.9562,19.6N,156.6E,05m22s,solar_eclipse
1358/12/31,T,1.0454,5.1N,140.0E,04m18s,solar_eclipse
1359/6/26,A,0.9463,29.9S,138.3E,06m30s,solar_eclipse
1359/12/20,P,0.7231,65.2N,106.0W,,solar_eclipse
1360/5/15,P,0.6932,68.5N,88.7E,,solar_eclipse
1360/6/14,Pb,0.0495,65.8S,78.2E,,solar_eclipse
1360/11/9,As,0.9366,76.8S,166.6W,03m53s,solar_eclipse
1361/5/5,T,1.0635,40.2N,41.4E,05m07s,solar_eclipse
1361/10/29,A,0.9219,34.1S,42.1W,09m22s,solar_eclipse
1362/4/25,T,1.0717,5.2S,155.9E,06m37s,solar_eclipse
1362/10/18,A,0.9397,9.6N,29.1W,07m48s,solar_eclipse
1363/4/14,P,0.7768,70.9S,28.7W,,solar_eclipse
1363/10/7,P,0.8507,71.6N,57.4W,,solar_eclipse
1364/3/4,A,0.9352,57.9N,28.8W,05m41s,solar_eclipse
1364/8/28,T,1.0584,51.9S,155.6E,04m06s,solar_eclipse
1365/2/21,A,0.9279,4.1N,1.2E,09m38s,solar_eclipse
1365/8/17,T,1.0569,1.1N,71.2W,05m22s,solar_eclipse
1366/2/10,A,0.9549,40.6S,7.4W,04m32s,solar_eclipse
1366/8/7,H,1.0051,49.7N,107.0E,00m26s,solar_eclipse
1367/1/30,P,0.6812,70.4S,3.5W,,solar_eclipse
1367/6/27,P,0.2188,67.1S,141.9W,,solar_eclipse
1367/7/27,P,0.2679,69.7N,149.3E,,solar_eclipse
1367/12/22,T,1.0366,39.2N,159.8E,03m03s,solar_eclipse
1368/6/15,A,0.9557,18.9S,149.8W,05m43s,solar_eclipse
1368/12/10,H,1.0135,10.5S,61.6W,01m25s,solar_eclipse
1369/6/5,H,1.0061,30.4N,122.5E,00m37s,solar_eclipse
1369/11/30,A,0.957,51.4S,146.6E,03m55s,solar_eclipse
1370/5/25,T,1.0497,76.2N,124.0W,02m51s,solar_eclipse
1370/11/19,P,0.6034,63.6S,18.4W,,solar_eclipse
1371/4/16,T,1.0512,50.7S,168.9W,03m30s,solar_eclipse
1371/10/9,P,0.7952,61.3N,101.7E,,solar_eclipse
1372/4/4,H,1.0143,3.1S,54.4W,01m22s,solar_eclipse
1372/9/27,H,1.0121,11.9N,80.4W,01m07s,solar_eclipse
1373/3/24,A,0.9561,32.7N,170.9E,04m15s,solar_eclipse
1373/9/17,T,1.0573,21.0S,44.0E,04m33s,solar_eclipse
1374/3/14,P,0.4957,60.9N,85.1E,,solar_eclipse
1374/8/8,Pe,0.0875,61.9N,54.5E,,solar_eclipse
1374/9/7,P,0.8345,61.0S,84.0E,,solar_eclipse
1375/2/1,A,0.9586,66.8S,118.4E,02m39s,solar_eclipse
1375/7/29,A,0.9876,62.3N,165.3E,00m54s,solar_eclipse
1376/1/21,T,1.0225,29.5S,113.5W,01m58s,solar_eclipse
1376/7/17,A,0.9533,22.2N,60.3E,05m30s,solar_eclipse
1377/1/10,T,1.0469,6.1N,6.5E,04m19s,solar_eclipse
1377/7/6,A,0.9484,22.8S,40.2E,06m24s,solar_eclipse
1377/12/31,P,0.7234,64.3N,112.2E,,solar_eclipse
1378/5/27,P,0.5674,67.5N,29.3W,,solar_eclipse
1378/6/25,P,0.1976,64.8S,34.2W,,solar_eclipse
1378/11/20,A-,0.9635,68.1S,45.5E,-,solar_eclipse
1379/5/16,T,1.0668,47.0N,70.5W,05m07s,solar_eclipse
1379/11/9,A,0.9195,38.3S,158.0W,09m29s,solar_eclipse
1380/5/5,T,1.0732,1.5N,39.2E,06m52s,solar_eclipse
1380/10/28,A,0.9395,4.9N,148.4W,08m01s,solar_eclipse
1381/4/25,P,0.8794,70.2S,154.8W,,solar_eclipse
1381/10/18,P,0.9004,71.0N,167.1E,,solar_eclipse
1382/3/15,A,0.9344,66.6N,156.5W,05m10s,solar_eclipse
1382/9/8,T,1.0541,60.5S,24.3E,03m29s,solar_eclipse
1383/3/4,A,0.9312,10.4N,111.8W,08m56s,solar_eclipse
1383/8/29,T,1.0516,5.9S,170.2E,04m50s,solar_eclipse
1384/2/21,A,0.9605,34.6S,126.0W,04m05s,solar_eclipse
1384/8/17,A,0.9999,41.7N,4.5W,00m01s,solar_eclipse
1385/2/10,P,0.7198,71.1S,142.1W,,solar_eclipse
1385/7/8,Pe,0.0745,68.1S,110.4E,,solar_eclipse
1385/8/6,P,0.3878,70.6N,35.3E,,solar_eclipse
1386/1/1,T,1.0366,40.8N,22.6E,03m01s,solar_eclipse
1386/6/27,A,0.9561,26.6S,110.0E,05m23s,solar_eclipse
1386/12/22,H,1.0109,10.0S,167.7E,01m10s,solar_eclipse
1387/6/16,H,1.01,26.0N,19.8E,01m03s,solar_eclipse
1387/12/11,A,0.9539,52.4S,26.1E,04m16s,solar_eclipse
1388/6/4,T,1.0552,74.2N,156.6E,03m20s,solar_eclipse
1388/11/29,P,0.617,64.6S,148.1W,,solar_eclipse
1389/4/26,P,0.9944,62.2S,91.5E,,solar_eclipse
1389/5/25,Pb,0.0549,64.4N,139.8E,,solar_eclipse
1389/10/19,P,0.7545,61.7N,25.0W,,solar_eclipse
1390/4/15,H,1.0133,2.7S,167.0W,01m19s,solar_eclipse
1390/10/9,H,1.012,9.6N,157.3E,01m07s,solar_eclipse
1391/4/5,A,0.957,33.9N,64.2E,04m11s,solar_eclipse
1391/9/28,T,1.0557,23.4S,78.9W,04m23s,solar_eclipse
1392/3/24,P,0.5809,60.9N,30.5W,,solar_eclipse
1392/9/17,P,0.9092,61.0S,45.5W,,solar_eclipse
1393/2/11,A,0.9628,64.1S,1.4W,02m22s,solar_eclipse
1393/8/8,A,0.9804,62.3N,70.1E,01m22s,solar_eclipse
1394/2/1,T,1.027,26.6S,119.2E,02m19s,solar_eclipse
1394/7/28,A,0.9501,23.7N,36.5W,05m40s,solar_eclipse
1395/1/21,T,1.0487,7.7N,126.0W,04m21s,solar_eclipse
1395/7/17,A,0.9497,17.7S,58.2W,06m12s,solar_eclipse
1396/1/11,P,0.7287,63.4N,28.1W,,solar_eclipse
1396/6/6,P,0.4365,66.5N,146.5W,,solar_eclipse
1396/7/5,P,0.3449,63.9S,147.2W,,solar_eclipse
1396/12/1,A-,0.9463,67.0S,88.6W,-,solar_eclipse
1397/5/26,T,1.0692,53.4N,179.9W,05m01s,solar_eclipse
1397/11/20,A,0.9178,41.6S,85.7E,09m32s,solar_eclipse
1398/5/16,T,1.0741,7.7N,75.7W,06m59s,solar_eclipse
1398/11/9,A,0.9397,1.1N,90.5E,08m07s,solar_eclipse
1399/5/6,P,0.9949,69.3S,82.1E,,solar_eclipse
1399/10/29,P,0.938,70.2N,29.8E,,solar_eclipse
1400/3/26,A+,0.9506,72.0N,34.0E,-,solar_eclipse
1400/9/18,T,1.049,68.7S,118.1W,02m53s,solar_eclipse
1401/3/15,A,0.9347,17.2N,137.1E,08m12s,solar_eclipse
1401/9/8,T,1.0459,12.8S,49.9E,04m15s,solar_eclipse
1402/3/4,A,0.9665,28.2S,115.9E,03m34s,solar_eclipse
1402/8/28,A,0.9943,34.0N,117.4W,00m33s,solar_eclipse
1403/2/21,P,0.766,71.7S,79.8E,,solar_eclipse
1403/8/18,P,0.5006,71.3N,80.4W,,solar_eclipse
1404/1/12,T,1.0369,43.3N,114.3W,02m58s,solar_eclipse
1404/7/7,A,0.9558,35.9S,7.5E,05m00s,solar_eclipse
1405/1/1,H,1.0089,8.6S,37.5E,00m57s,solar_eclipse
1405/6/26,H,1.0134,20.9N,84.7W,01m26s,solar_eclipse
1405/12/21,A,0.9514,52.2S,93.7W,04m35s,solar_eclipse
1406/6/16,T,1.0596,69.4N,64.4E,03m48s,solar_eclipse
1406/12/10,P,0.6285,65.6S,81.5E,,solar_eclipse
1407/5/7,P,0.866,62.9S,31.5W,,solar_eclipse
1407/6/6,P,0.1902,65.2N,17.8E,,solar_eclipse
1407/10/31,P,0.725,62.3N,154.0W,,solar_eclipse
1408/4/26,H,1.0119,3.3S,82.8E,01m13s,solar_eclipse
1408/10/19,H,1.0121,7.3N,32.6E,01m10s,solar_eclipse
1409/4/15,A,0.9577,34.6N,39.1W,04m11s,solar_eclipse
1409/10/9,T,1.0539,26.2S,156.1E,04m15s,solar_eclipse
1410/4/4,P,0.6799,61.2N,143.9W,,solar_eclipse
1410/9/28,P,0.9718,61.1S,176.7W,,solar_eclipse
1411/2/23,As,0.9654,61.6S,105.7W,02m05s,solar_eclipse
1411/8/19,A,0.9724,62.2N,23.9W,01m52s,solar_eclipse
1412/2/12,T,1.0319,23.5S,7.0W,02m42s,solar_eclipse
1412/8/7,A,0.9465,24.4N,134.5W,05m55s,solar_eclipse
1413/2/1,T,1.0509,9.6N,102.6E,04m25s,solar_eclipse
1413/7/27,A,0.9506,14.1S,157.5W,05m58s,solar_eclipse
1414/1/21,P,0.7384,62.6N,167.3W,,solar_eclipse
1414/6/17,P,0.3061,65.5N,96.4E,,solar_eclipse
1414/7/17,P,0.4881,63.1S,99.0E,,solar_eclipse
1414/12/12,A-,0.933,65.9S,137.3E,-,solar_eclipse
1415/6/7,T,1.0708,59.2N,73.7E,04m51s,solar_eclipse
1415/12/1,A,0.9166,43.7S,30.7W,09m31s,solar_eclipse
1416/5/27,T,1.0742,13.5N,171.0E,06m56s,solar_eclipse
1416/11/19,A,0.9404,1.8S,31.6W,08m05s,solar_eclipse
1417/5/16,T,1.0179,48.9S,46.3W,01m30s,solar_eclipse
1417/11/8,P,0.967,69.2N,108.6W,,solar_eclipse
1418/4/6,P,0.8513,71.5N,86.1W,,solar_eclipse
1418/9/30,T-,1.0112,71.8S,63.7E,-,solar_eclipse
1419/3/26,A,0.9383,24.5N,28.0E,07m25s,solar_eclipse
1419/9/19,T,1.0401,19.5S,72.1W,03m40s,solar_eclipse
1420/3/14,A,0.9727,21.4S,0.3W,02m59s,solar_eclipse
1420/9/8,A,0.9885,26.7N,127.7E,01m10s,solar_eclipse
1421/3/3,P,0.8265,72.0S,56.6W,,solar_eclipse
1421/8/28,P,0.6025,71.8N,161.6E,,solar_eclipse
1422/1/23,T,1.0374,46.6N,109.5E,02m54s,solar_eclipse
1422/7/18,A,0.9545,47.2S,98.5W,04m35s,solar_eclipse
1423/1/12,H,1.0073,6.2S,92.4W,00m48s,solar_eclipse
1423/7/8,H2,1.0161,15.0N,169.7E,01m45s,solar_eclipse
1424/1/2,A,0.9495,50.7S,146.2E,04m52s,solar_eclipse
1424/6/26,T,1.0629,63.1N,36.6W,04m14s,solar_eclipse
1424/12/21,P,0.6384,66.7S,49.6W,,solar_eclipse
1425/5/18,P,0.7309,63.7S,153.5W,,solar_eclipse
1425/6/16,P,0.3271,66.2N,104.4W,,solar_eclipse
1425/11/10,P,0.7064,63.1N,74.8E,,solar_eclipse
1426/5/7,H,1.01,5.0S,26.0W,01m03s,solar_eclipse
1426/10/30,H,1.0123,5.2N,94.1W,01m13s,solar_eclipse
1427/4/26,A,0.9583,34.7N,140.2W,04m15s,solar_eclipse
1427/10/20,T,1.0521,29.1S,29.6E,04m07s,solar_eclipse
1428/4/14,P,0.7916,61.6N,104.6E,,solar_eclipse
1428/10/9,Ts,1.0281,63.0S,61.0E,01m30s,solar_eclipse
1429/3/5,P,0.9336,61.0S,129.6E,,solar_eclipse
1429/8/30,A+,0.9782,61.0N,98.8W,-,solar_eclipse
1430/2/22,T,1.0369,20.5S,131.9W,03m05s,solar_eclipse
1430/8/19,A,0.9428,24.2N,125.7E,06m13s,solar_eclipse
1431/2/12,T,1.0534,11.9N,26.9W,04m30s,solar_eclipse
1431/8/8,A,0.9509,12.0S,102.0E,05m45s,solar_eclipse
1432/2/2,P,0.7571,62.0N,55.4E,,solar_eclipse
1432/6/27,P,0.176,64.6N,20.9W,,solar_eclipse
1432/7/27,P,0.625,62.4S,16.3W,,solar_eclipse
1432/12/22,P,0.9188,64.9S,4.1E,,solar_eclipse
1433/6/17,T,1.0714,64.0N,29.5W,04m38s,solar_eclipse
1433/12/11,A,0.9162,44.6S,147.3W,09m25s,solar_eclipse
1434/6/7,T,1.0735,18.7N,59.3E,06m45s,solar_eclipse
1434/11/30,A,0.9416,3.7S,155.0W,07m54s,solar_eclipse
1435/5/27,T,1.0184,37.8S,160.2W,01m43s,solar_eclipse
1435/11/20,A+,0.9868,68.2N,111.8E,-,solar_eclipse
1436/4/16,P,0.7385,70.8N,157.0E,,solar_eclipse
1436/10/10,P,0.9594,71.3S,76.0W,,solar_eclipse
1437/4/5,A,0.9419,32.1N,79.3W,06m39s,solar_eclipse
1437/9/30,T,1.0343,25.9S,164.7E,03m05s,solar_eclipse
1438/3/25,A,0.979,14.5S,115.5W,02m21s,solar_eclipse
1438/9/19,A,0.9826,19.8N,11.4E,01m51s,solar_eclipse
1439/3/15,P,0.898,72.1S,168.3E,,solar_eclipse
1439/9/8,P,0.6947,72.1N,41.6E,,solar_eclipse
1440/2/3,T,1.038,50.9N,26.5W,02m49s,solar_eclipse
1440/7/29,As,0.9505,66.1S,142.4E,04m02s,solar_eclipse
1441/1/23,H,1.0062,2.9S,138.9E,00m40s,solar_eclipse
1441/7/18,T,1.0181,8.6N,61.6E,01m59s,solar_eclipse
1442/1/12,A,0.9481,48.0S,26.1E,05m06s,solar_eclipse
1442/7/7,T,1.0654,56.2N,143.3W,04m39s,solar_eclipse
1443/1/1,P,0.6506,67.8S,179.2E,,solar_eclipse
